x,y,fitness,x position,y velocity,model
58,38,-119.29443959228729,0.24,-1.86,"[ 0.78298982  1.04000919  2.57045781  1.21016969  0.3440427   0.23668062
  0.83362875  0.76388967 -1.81892483  0.48111372 -0.12253041 -0.17428457
  0.87581401  0.11000786  0.26591139 -2.45817028  2.12107001  0.35629291
  0.22560889  1.13086624  1.45361522  0.00581429 -1.83497918 -0.9242057
 -0.30153263 -0.46900917  0.93313228  0.36368871  0.06223366 -0.97098315
  0.57865239 -0.01734878]"
50,99,-138.15467571436358,0.0,-0.03,"[-2.17079066  0.14983167 -0.07148102  0.38139842 -1.99182281  1.37487941
 -0.77610122 -0.16464473  1.24498609  0.30646833  2.33702308  1.51070567
 -1.97681179  0.08642217 -1.72055511 -0.04925198  3.13018325 -1.01836199
  0.99370214  0.08977556 -0.21141896  1.88392661 -0.28439971  0.15674629
  1.67129681  0.48523403 -1.80203941  0.44656777 -0.10174264  2.54580197
  1.03666007 -1.45721898]"
80,53,-267.2326328803922,0.9,-1.41,"[-1.28366478 -0.3787764   0.45392743 -1.34821976 -0.98715969  0.10464441
  0.03482259 -0.89735688  0.45108007 -0.03355263  0.29197355  2.08445852
  1.55766936 -1.75526638 -0.11450709  1.8778581  -1.4432123  -0.99358116
  1.06573147 -1.80863863 -2.05861874 -0.06486707  1.26512619 -1.01769431
  0.32009008 -0.87293101 -0.59568917  1.0146406  -0.63704529 -0.16742874
 -0.72249378  1.79019213]"
76,99,-474.67852383839806,0.78,-0.03,"[ 3.99446233e-01  2.67510811e-01 -9.93698511e-01 -1.24336647e+00
 -2.20151982e+00 -4.95056476e-01  1.09085166e-01  4.30597358e-02
 -1.43134965e+00  2.77960328e-01 -9.26663016e-01 -1.19716106e-01
  2.67447354e-01  4.00890705e-01  5.49116063e-01  9.95617456e-01
  5.22128512e-01  9.59274355e-01 -8.04666146e-01 -1.50306063e+00
 -2.06111836e-01  8.36764498e-01  2.74524303e-01 -2.18493559e-01
  1.06156682e+00  2.21760680e-01 -2.07864084e-03 -2.62713799e-01
 -1.87973871e-01  6.93577047e-01  1.77687648e+00  4.83110141e-02]"
56,40,-163.84114639359876,0.18,-1.8,"[-1.76891851 -1.90088397 -0.84832064 -0.08949324  1.44206291 -2.13416216
 -0.57849635 -1.46979654 -0.75748212  1.04612337  1.1972891  -1.21160739
  0.51828731 -0.74598253  0.36718161  0.71235381  0.37048884  0.34384236
  0.64005655 -1.36403217 -0.39180457 -0.26717103 -1.60844393 -0.5995233
 -1.74139012  0.77297323 -0.91287563 -0.59459246  2.67755076  2.2780509
  1.88856975 -0.69235265]"
58,37,-159.31700721645439,0.24,-1.89,"[-0.83073782  0.48535881  2.38632855 -0.20755371  0.27968757  0.43818742
 -0.51840824 -0.68100371  0.00911303 -0.49335749 -1.41938259  0.16057125
  1.11526603  2.1630614   0.65674859 -1.09601845 -1.57951085 -0.63284281
 -0.91082727 -0.87778576  2.06400817 -0.92846328 -0.65293803 -0.84794142
  1.78404866 -1.22698747  0.73600226 -0.32083335 -0.3982384  -0.79462725
  1.18519329  1.58689982]"
62,73,-101.43043384053561,0.36,-0.81,"[-1.02442617  1.11645361  1.80763277 -0.10532152 -1.30299969 -0.59960208
  1.05634608  1.23357571  0.94962481  0.40504033 -0.63487735  1.42045226
  1.05843606  1.20753293 -0.01480314  0.2209026   1.97111473 -1.14723114
 -0.19945982 -1.59451222  0.08825339 -1.39565804 -0.28651382 -1.07703354
  0.38706533  0.12106797  0.56339887  1.58321484  0.4446295   0.53483729
 -0.53401422 -1.49227945]"
60,35,-340.83784402580926,0.3,-1.95,"[-1.1767071  -0.22037047  0.47534735 -0.11785526 -0.53944369 -0.45739167
 -0.66775432  0.04765362 -1.35853771 -0.89443903 -0.22016036 -1.00013746
 -0.14739365  0.75033185  0.57438274 -0.44657945 -0.29000524 -0.79729072
 -0.10663481  1.54294031  0.91362176  0.94293028  0.11147427 -0.93145407
  2.05117069 -0.46053439 -0.84508444 -1.25074876 -0.04562213  0.44859808
  2.0631369  -2.30969836]"
58,42,-140.59699489259762,0.24,-1.74,"[-0.05450227  2.93948584  1.64330423  0.05932171  0.40410099 -2.05839432
 -0.14749277  0.92898917  1.45598813 -2.51539155 -0.56744203  0.76970133
 -0.62902817 -2.01857092  1.54598494  2.63798714  0.37502341 -0.19529375
 -0.84536041 -0.4672231  -0.75267495  0.24050653 -0.03122316 -1.44076545
 -1.16063203 -1.97662777 -2.2120474  -0.7565055   1.08908275 -1.12533512
 -0.79094396  0.84293002]"
54,40,-281.51465375621325,0.12,-1.8,"[-0.81998942 -1.2030608  -0.51761972 -1.02620446  0.87608963 -0.7991928
  0.07838919 -0.21729884 -0.72187151  1.52078225  0.31668533 -1.64430899
  0.69701376 -0.33453047 -0.35521329  0.65010139 -0.06639506  0.15377354
  0.25896886 -2.43404919 -0.47252543  0.74891655 -0.68668242 -0.34850787
 -1.81352974  0.17870328 -0.35677755  0.12276172  2.14699086  2.05481853
  1.32074135 -1.02218639]"
66,78,-135.3410806419268,0.48,-0.66,"[-0.88964874  2.57843545 -2.78242688  0.15062507  0.38972617  1.5890387
 -0.11046444  0.83143902 -0.78630512  2.07050833 -1.16303508  0.74446748
 -1.87812399  0.78971338 -0.94037129 -1.90046532  1.44150365 -1.40501173
 -1.26855844 -1.44555257  0.70513551 -0.13904066 -1.39453727 -0.49668333
  1.80245054  0.37087008  0.12707978  0.7225811   1.12946832  0.0801529
  0.30808228  0.53852858]"
53,38,-310.2079970722637,0.09,-1.86,"[ 0.67669163 -0.20687518  0.09976837 -0.02675175 -0.90950413  0.34776135
  0.17427093 -0.77671171  1.0466542   1.57092403 -2.05392695  0.44167206
 -1.23383913 -1.37758461  2.97295401  0.57118095  0.34538992 -2.72425422
  1.42965284  0.02151502  0.96255814 -2.05552789 -0.33815921 -1.20939025
 -0.46707556 -0.61218093 -1.71047354  0.47443122  0.31343324 -0.86899716
  0.88695987 -0.26777333]"
49,62,-227.99614506939875,-0.03,-1.14,"[-0.66665589  1.43232087 -1.54404504 -0.28803456  0.79721176  1.09974757
 -0.20452813  0.30756487 -0.94533086  1.91083707 -1.04687216  0.22294487
 -1.1871162   0.23278247 -0.13327712 -1.19314933  1.14928363 -0.72216631
 -0.44775115 -1.30762051  1.57041003 -0.25178704 -1.61042355  0.08924957
  2.28203025 -0.9155554  -0.09979386  1.1635589   0.93184477 -0.86438064
  0.59231278  0.75027303]"
70,45,-532.5900541282022,0.6,-1.65,"[ 0.71039729  0.58401856  0.26630141  0.64561348 -0.40537203  1.70242834
  0.19521837  0.39908848  0.77823917 -0.2682755   0.60572226 -0.01638291
  1.7378302  -1.18178326  0.55049379 -2.34221173  1.78145233 -0.13594061
  0.33277859 -0.56510411  1.06946806  1.17927249 -0.3247447  -0.50561847
  1.85533518  1.51116552 -0.78594452 -0.14550873  1.25272929  2.2777013
  0.40877783 -0.48089852]"
48,64,-313.32928082543924,-0.06,-1.08,"[ 1.52859646  0.84666553  1.30669977  1.41305866  0.96685844  0.9883063
 -0.75835778  0.49563026 -1.17915632 -0.68804615  1.48953567 -1.52625107
  0.47766573 -0.71124445 -0.12775069  1.10740871  0.48951165 -1.11877595
 -0.50549997 -0.83371456  0.74210973  1.16328488 -0.81950091 -0.32906612
  0.56479798 -2.21565901 -0.35912149 -0.24926213  0.14533388 -0.67830092
 -0.06134393  0.14142944]"
67,55,-209.03643834305444,0.51,-1.35,"[-0.10171348  0.64341064 -0.31048103  0.02857105  0.74034749 -0.85078398
  0.05054269 -1.70101476 -0.41782637 -1.49071394 -0.3438322   1.59568387
 -0.89070213  0.7707971  -0.60698369  0.20576434 -0.2440328  -0.00858368
 -1.81003288 -1.5541951  -0.27320125 -0.06693874 -0.60777903  1.97432112
  0.15364906 -2.45253796  1.22027952  0.25087284  0.70790946  0.06959752
  0.93456441  0.19601321]"
32,53,-315.29744400908805,-0.54,-1.41,"[-1.35500893  0.25567239 -0.02962193  0.21764211 -0.0870394   0.47527278
  1.29252987 -0.2458273   0.11358918  0.41609979 -0.2266408   0.41565426
  0.97171494 -1.06469622  0.33784797  0.6571908  -1.72192209  0.19987673
  0.64526804  0.0024335   1.2367969  -0.45326173  1.24914263  0.69106035
 -0.10487435 -2.41682671  0.72255521 -2.15535235  1.53640472  1.11427297
  0.59666095 -0.2459036 ]"
57,40,-134.3682324720339,0.21,-1.8,"[ 0.32100501  0.76912023  0.8192207   0.00325841  0.62706063  0.43391791
  1.13571133 -0.74900679 -0.40075023 -0.64652874  0.61397187 -1.61259829
 -0.40607667 -0.63973355 -0.87094924 -0.09106063  0.33507865 -3.03042731
 -0.5998568  -0.04513994  1.24847764  0.0879632   0.47967074  1.15056117
 -0.5753786   0.08574799 -0.19510205 -1.47327462  0.08060677 -0.22694622
  0.12324234 -0.76523612]"
