x,y,fitness,x position,y velocity,model
50,99,-89.04774028008178,0.0,-0.03,"[-0.74057656 -1.15016664  0.79020483  1.48807784  0.21674987  0.87503532
 -1.40808736 -2.34959537  1.34354406 -0.34686133  0.93649165  0.95522055
 -0.42610638  2.12775014 -2.15278588  0.46971383  0.8595364  -0.98101624
  0.05178885 -3.6100335  -1.07269392  0.25335028  0.34902714 -2.50344971
  1.00407379  0.80261017 -0.85050295  0.10586418  2.11150305  3.14399076
  1.97030851 -0.12708414]"
56,40,-3.5993296211591996,0.18,-1.8,"[-0.65679246  1.69158896  1.01245452  2.76278806 -1.52357563  0.95781966
 -1.08637402 -1.59364337 -2.43424686 -1.01562376  0.77533914 -1.75075832
 -0.99481101 -2.98963104 -1.86965033  3.448985   -1.02802355 -1.43747995
 -1.349229   -0.24129586  0.39034901 -0.54262945  0.35600295  2.09023334
  0.32199373 -1.08692803 -2.82062013  0.92776065  2.68737098  0.61201223
  0.17771998  0.4392223 ]"
58,38,-117.55702523339022,0.24,-1.86,"[-0.24914105  1.88278542  0.99551539 -1.11455375  1.03037432 -1.7498188
 -2.01875631  0.45364489  4.06624899 -0.96240537  0.41341079 -1.59344232
 -1.60239782 -1.43769918  0.58164731  0.10753163  1.94283465 -3.08539354
 -1.10678563  0.2269982   1.68024461  2.8885592   0.89554218 -0.42712194
  3.01172096 -1.75227268  3.75893481 -0.21924171 -0.53818249  0.80329934
  0.64126696  2.20001488]"
66,89,-41.075745941615764,0.48,-0.33,"[-0.32400361  1.56372567 -0.08705863  1.37817843  1.52011222  2.07446253
 -1.16792152 -0.5949203   1.71372594  1.32783746  0.87244553  0.81967696
  0.92451356  0.62590099 -0.45377932  0.61508594  0.3404903   0.14392786
  1.83030549 -1.66728909 -1.3682943   0.20336797  1.44294262 -3.47120328
  0.57848404  1.28781009 -0.3692262  -0.84368368  1.36731557  1.40260288
 -2.20907272 -1.61124482]"
47,61,-147.46342333955653,-0.09,-1.17,"[ 0.87721987 -0.40316652 -0.86436379  1.04489688  2.95264601 -0.94938457
 -1.2860174  -1.18601617 -0.03586715  2.0587292   2.41612845  0.03006191
 -1.45298355  2.90996122 -2.27622626 -0.49962781  1.36522552 -1.52133964
  0.88648321 -3.63068563  0.11780678  3.13994506  2.00963078 -3.17089341
 -0.57716264  2.72575122 -3.28409911  0.5879775   0.54847359  2.90452223
 -0.19224335 -0.88492146]"
59,36,-269.15068197809995,0.27,-1.92,"[-1.16577458e+00  2.07840029e+00 -1.82407912e+00 -3.55338198e-01
  9.56587741e-01 -1.03964759e+00 -1.34521083e+00 -1.00525879e+00
  1.10237093e+00 -8.00844259e-01 -2.87379705e-01  3.49577956e-01
  1.11223792e+00 -5.76474200e-02 -1.24533600e+00 -1.76364149e-03
  1.60019288e-01  6.65046831e-01 -1.00335705e+00  9.82944665e-01
 -3.53596547e-01 -1.44448117e-01  1.75509025e+00 -3.14943496e-01
  1.40971647e+00  1.34077798e-01  2.85432896e-01 -1.38068677e+00
  1.05132059e+00  1.47919268e+00 -3.76965521e-01  4.06177135e-02]"
56,37,-218.1208750545901,0.18,-1.89,"[ 0.68931138  2.94520734  0.28905782  2.80963756  0.57122758  3.67348323
  0.55708257  0.19567717  0.40606274  0.81696081  0.78217159 -1.54117835
  0.45818402 -2.31981061  0.32571657  0.77122499  2.41807113 -3.35805951
 -3.41048671 -1.72529175 -3.38144721 -0.31277151  3.92001468  3.61845081
  1.29475223 -1.13573186  1.43469104  3.21610681 -3.10525894  1.36055829
 -0.47065076 -0.79925731]"
60,38,-300.82788645276213,0.3,-1.86,"[-1.53136937 -1.02370802  0.62775514  0.06152635 -0.51710559 -0.21155731
  2.14151976 -0.16933683 -0.44808708 -0.10608238  0.14770123  1.44301623
 -1.54057367  0.56232115  0.22712773 -0.35657959 -0.25406277 -0.23893719
 -0.4445755   1.44096143  0.04415302 -0.08391686 -0.13609189 -0.48996512
 -0.42751908 -0.96861187  0.58834198 -1.01333013  0.60567992  0.81860405
 -0.31789523  1.0762146 ]"
78,30,-1424.3243131219017,0.84,-2.1,"[-0.28476145  0.11537261 -1.41504122 -0.37753572  0.32854623 -0.05228728
  1.8310988   0.17637966 -0.43139675 -0.67263123  0.31590984 -0.41743637
 -0.92481976  0.37064827 -2.2687476  -0.25205479 -1.63956301  1.33355159
 -1.69246552 -1.02651672 -0.38864306  1.60697223  0.02720072 -1.64600216
 -0.15267849 -0.73732862  1.66437048 -0.18614804 -1.24281126 -0.88513573
 -1.4331761   0.08988108]"
55,40,-193.68207325189803,0.15,-1.8,"[-1.5221205  -0.64337155  1.00168752 -4.85653329 -3.00676538 -0.06019299
  0.50272153 -0.21935194 -3.26368136  1.51526302 -1.33826423 -1.17179641
  0.62913671 -1.58004838 -1.26189003 -0.31479393 -0.19741187 -0.12821183
  0.14387413 -0.64063986  0.22593907  2.24013485  0.28077352  0.43378953
 -1.62127868 -0.78105411 -0.15276652 -0.82394958  2.99476995  0.85213313
 -1.62553203  0.91547643]"
62,43,-137.67172753613826,0.36,-1.71,"[-0.36961803  0.29246387  1.14485843  1.12548374 -0.88796024  4.41023562
  0.45906851  0.36982199  1.70414886 -2.40350541  1.90191234 -1.85686453
 -0.97790135  0.29450487  0.29721345 -0.86022101  0.53409026 -0.98815319
 -1.34636725 -2.52768364 -1.31111911  0.82536982  0.74303987  4.33195857
  1.12581345  0.44483366  0.19932328  1.43480325 -0.35987422 -0.03676554
 -0.8241657   1.37681814]"
