x,y,fitness,x position,y velocity,model
58,38,-119.29443959228729,0.24,-1.86,"[ 0.78298982  1.04000919  2.57045781  1.21016969  0.3440427   0.23668062
  0.83362875  0.76388967 -1.81892483  0.48111372 -0.12253041 -0.17428457
  0.87581401  0.11000786  0.26591139 -2.45817028  2.12107001  0.35629291
  0.22560889  1.13086624  1.45361522  0.00581429 -1.83497918 -0.9242057
 -0.30153263 -0.46900917  0.93313228  0.36368871  0.06223366 -0.97098315
  0.57865239 -0.01734878]"
50,99,-83.494032634132,0.0,-0.03,"[-2.00673765  0.12355496 -0.40014188  0.87503576 -1.79971282  1.67239174
 -1.77374398 -1.10976594  1.51862193  0.77127636  2.48409453  1.96685626
 -2.56370222 -0.22131573 -1.24487353  0.36975362  3.64072809 -1.18747334
  0.95649306 -0.33469076 -0.05125146  0.55708035  0.31780645  0.83844186
  1.35936736  0.73968971 -1.99538413 -0.11272892  0.33455142  2.08101712
  1.12026604 -2.40301766]"
80,53,-267.2326328803922,0.9,-1.41,"[-1.28366478 -0.3787764   0.45392743 -1.34821976 -0.98715969  0.10464441
  0.03482259 -0.89735688  0.45108007 -0.03355263  0.29197355  2.08445852
  1.55766936 -1.75526638 -0.11450709  1.8778581  -1.4432123  -0.99358116
  1.06573147 -1.80863863 -2.05861874 -0.06486707  1.26512619 -1.01769431
  0.32009008 -0.87293101 -0.59568917  1.0146406  -0.63704529 -0.16742874
 -0.72249378  1.79019213]"
76,99,-474.67852383839806,0.78,-0.03,"[ 3.99446233e-01  2.67510811e-01 -9.93698511e-01 -1.24336647e+00
 -2.20151982e+00 -4.95056476e-01  1.09085166e-01  4.30597358e-02
 -1.43134965e+00  2.77960328e-01 -9.26663016e-01 -1.19716106e-01
  2.67447354e-01  4.00890705e-01  5.49116063e-01  9.95617456e-01
  5.22128512e-01  9.59274355e-01 -8.04666146e-01 -1.50306063e+00
 -2.06111836e-01  8.36764498e-01  2.74524303e-01 -2.18493559e-01
  1.06156682e+00  2.21760680e-01 -2.07864084e-03 -2.62713799e-01
 -1.87973871e-01  6.93577047e-01  1.77687648e+00  4.83110141e-02]"
56,40,-129.0424574181676,0.18,-1.8,"[ 0.21357396 -2.19936251 -0.6718967  -1.35109002  0.04207079 -0.66608381
  0.60297263  0.41174221  0.39727972 -0.22351847  0.46855916 -1.56887399
  0.89043279  1.01554214 -1.27012705  0.4973241  -0.82724794 -1.21730757
 -0.72667931 -2.39379398 -2.18627391 -0.44418457 -2.00068849 -0.5784016
 -3.67071404  0.88423975  0.14382657 -0.10215371  3.47718138  3.40729709
  1.16627546 -1.4786055 ]"
58,37,-159.31700721645439,0.24,-1.89,"[-0.83073782  0.48535881  2.38632855 -0.20755371  0.27968757  0.43818742
 -0.51840824 -0.68100371  0.00911303 -0.49335749 -1.41938259  0.16057125
  1.11526603  2.1630614   0.65674859 -1.09601845 -1.57951085 -0.63284281
 -0.91082727 -0.87778576  2.06400817 -0.92846328 -0.65293803 -0.84794142
  1.78404866 -1.22698747  0.73600226 -0.32083335 -0.3982384  -0.79462725
  1.18519329  1.58689982]"
62,73,-101.43043384053561,0.36,-0.81,"[-1.02442617  1.11645361  1.80763277 -0.10532152 -1.30299969 -0.59960208
  1.05634608  1.23357571  0.94962481  0.40504033 -0.63487735  1.42045226
  1.05843606  1.20753293 -0.01480314  0.2209026   1.97111473 -1.14723114
 -0.19945982 -1.59451222  0.08825339 -1.39565804 -0.28651382 -1.07703354
  0.38706533  0.12106797  0.56339887  1.58321484  0.4446295   0.53483729
 -0.53401422 -1.49227945]"
60,35,-340.83784402580926,0.3,-1.95,"[-1.1767071  -0.22037047  0.47534735 -0.11785526 -0.53944369 -0.45739167
 -0.66775432  0.04765362 -1.35853771 -0.89443903 -0.22016036 -1.00013746
 -0.14739365  0.75033185  0.57438274 -0.44657945 -0.29000524 -0.79729072
 -0.10663481  1.54294031  0.91362176  0.94293028  0.11147427 -0.93145407
  2.05117069 -0.46053439 -0.84508444 -1.25074876 -0.04562213  0.44859808
  2.0631369  -2.30969836]"
58,42,-138.03286683038013,0.24,-1.74,"[ 0.59936667  0.49253399  0.47180279 -0.57986734  2.26074999  1.85562559
  0.87412802 -0.65388941  0.10878054 -0.08990686  1.75427405 -0.10924583
  1.56473237 -2.01602143  0.7326449  -2.68375189  1.91649222  0.09529385
 -0.57093736 -0.50096591  1.30575543  1.7412586  -2.08346952 -1.45770483
  2.46066274  1.12572227 -1.65403787  0.91880636  2.09075917  2.90165259
 -0.96906145 -1.25228453]"
54,40,-281.51465375621325,0.12,-1.8,"[-0.81998942 -1.2030608  -0.51761972 -1.02620446  0.87608963 -0.7991928
  0.07838919 -0.21729884 -0.72187151  1.52078225  0.31668533 -1.64430899
  0.69701376 -0.33453047 -0.35521329  0.65010139 -0.06639506  0.15377354
  0.25896886 -2.43404919 -0.47252543  0.74891655 -0.68668242 -0.34850787
 -1.81352974  0.17870328 -0.35677755  0.12276172  2.14699086  2.05481853
  1.32074135 -1.02218639]"
66,78,-135.3410806419268,0.48,-0.66,"[-0.88964874  2.57843545 -2.78242688  0.15062507  0.38972617  1.5890387
 -0.11046444  0.83143902 -0.78630512  2.07050833 -1.16303508  0.74446748
 -1.87812399  0.78971338 -0.94037129 -1.90046532  1.44150365 -1.40501173
 -1.26855844 -1.44555257  0.70513551 -0.13904066 -1.39453727 -0.49668333
  1.80245054  0.37087008  0.12707978  0.7225811   1.12946832  0.0801529
  0.30808228  0.53852858]"
53,38,-310.2079970722637,0.09,-1.86,"[ 0.67669163 -0.20687518  0.09976837 -0.02675175 -0.90950413  0.34776135
  0.17427093 -0.77671171  1.0466542   1.57092403 -2.05392695  0.44167206
 -1.23383913 -1.37758461  2.97295401  0.57118095  0.34538992 -2.72425422
  1.42965284  0.02151502  0.96255814 -2.05552789 -0.33815921 -1.20939025
 -0.46707556 -0.61218093 -1.71047354  0.47443122  0.31343324 -0.86899716
  0.88695987 -0.26777333]"
