x,y,fitness,x position,y velocity,model
50,99,-89.04774028008178,0.0,-0.03,"[-0.74057656 -1.15016664  0.79020483  1.48807784  0.21674987  0.87503532
 -1.40808736 -2.34959537  1.34354406 -0.34686133  0.93649165  0.95522055
 -0.42610638  2.12775014 -2.15278588  0.46971383  0.8595364  -0.98101624
  0.05178885 -3.6100335  -1.07269392  0.25335028  0.34902714 -2.50344971
  1.00407379  0.80261017 -0.85050295  0.10586418  2.11150305  3.14399076
  1.97030851 -0.12708414]"
56,40,-164.65641627041867,0.18,-1.8,"[-0.83320885  1.45849532 -2.01999853 -1.66304615 -0.80296877  0.33929293
 -0.77109251  1.46338295 -0.95292854  1.38210347 -0.35446225 -0.20865787
 -0.72102667  0.669974   -0.20533843  1.3820439   0.03353934 -1.76437907
 -0.16112295  1.47141335 -0.36189103  0.20441521  0.70823173 -0.74955273
  0.26667949  0.59228371 -0.03985565 -0.29973664 -3.02024098  0.07422918
 -0.39693136  1.18364749]"
58,38,-117.55702523339022,0.24,-1.86,"[-0.24914105  1.88278542  0.99551539 -1.11455375  1.03037432 -1.7498188
 -2.01875631  0.45364489  4.06624899 -0.96240537  0.41341079 -1.59344232
 -1.60239782 -1.43769918  0.58164731  0.10753163  1.94283465 -3.08539354
 -1.10678563  0.2269982   1.68024461  2.8885592   0.89554218 -0.42712194
  3.01172096 -1.75227268  3.75893481 -0.21924171 -0.53818249  0.80329934
  0.64126696  2.20001488]"
66,89,-219.86562283678848,0.48,-0.33,"[ 0.12658359  0.66570235 -1.31873016  0.91301503 -0.29542131  0.42487668
 -0.39426786 -0.60156963 -1.0257141  -1.30917171  1.54884161 -0.56316393
 -0.2757759  -0.78762203 -1.22341887 -0.06246991 -0.02781145 -1.32874861
  0.20230323 -1.11551402  0.45615026 -0.08126875 -0.0347064   1.39432497
 -0.43291867 -1.06180401  1.80453598  0.1930604   0.73851486  0.94380222
  0.09987844 -1.12704297]"
47,61,-322.6916912275482,-0.09,-1.17,"[ 1.67406006  0.37530977  1.66402879 -0.91456389  0.66274155 -0.74415578
 -0.47744933  0.88462896  3.84418776  0.27031628  0.23091021 -1.67294804
 -0.89879262 -0.19311488  0.53556216  0.77180105  1.11977672 -0.97394571
 -0.7277267  -1.07997106  0.5314924   2.56052901  0.92165703 -0.62700754
  1.10818751 -0.3475182   2.29676901 -0.7249315   0.09810263 -0.54027258
  0.96749802  1.52504165]"
59,36,-269.15068197809995,0.27,-1.92,"[-1.16577458e+00  2.07840029e+00 -1.82407912e+00 -3.55338198e-01
  9.56587741e-01 -1.03964759e+00 -1.34521083e+00 -1.00525879e+00
  1.10237093e+00 -8.00844259e-01 -2.87379705e-01  3.49577956e-01
  1.11223792e+00 -5.76474200e-02 -1.24533600e+00 -1.76364149e-03
  1.60019288e-01  6.65046831e-01 -1.00335705e+00  9.82944665e-01
 -3.53596547e-01 -1.44448117e-01  1.75509025e+00 -3.14943496e-01
  1.40971647e+00  1.34077798e-01  2.85432896e-01 -1.38068677e+00
  1.05132059e+00  1.47919268e+00 -3.76965521e-01  4.06177135e-02]"
56,37,-238.49517770239908,0.18,-1.89,"[-1.02321611  1.09347658 -0.98651789  0.40716798  0.78544233 -0.08259807
 -0.37832684  0.23735353 -1.82952866  0.62502803 -1.73281187 -0.76236678
 -0.01981214  0.18646243  1.0557986  -1.77114027  2.0413304  -0.02877363
  1.86608005  0.80058807  1.48390493 -2.23765756  0.46579187 -0.34487472
  0.45368276  0.15982158  0.15804736  1.08868991 -0.49964566  1.75466477
  0.78003096  0.89552136]"
60,38,-300.82788645276213,0.3,-1.86,"[-1.53136937 -1.02370802  0.62775514  0.06152635 -0.51710559 -0.21155731
  2.14151976 -0.16933683 -0.44808708 -0.10608238  0.14770123  1.44301623
 -1.54057367  0.56232115  0.22712773 -0.35657959 -0.25406277 -0.23893719
 -0.4445755   1.44096143  0.04415302 -0.08391686 -0.13609189 -0.48996512
 -0.42751908 -0.96861187  0.58834198 -1.01333013  0.60567992  0.81860405
 -0.31789523  1.0762146 ]"
78,30,-1424.3243131219017,0.84,-2.1,"[-0.28476145  0.11537261 -1.41504122 -0.37753572  0.32854623 -0.05228728
  1.8310988   0.17637966 -0.43139675 -0.67263123  0.31590984 -0.41743637
 -0.92481976  0.37064827 -2.2687476  -0.25205479 -1.63956301  1.33355159
 -1.69246552 -1.02651672 -0.38864306  1.60697223  0.02720072 -1.64600216
 -0.15267849 -0.73732862  1.66437048 -0.18614804 -1.24281126 -0.88513573
 -1.4331761   0.08988108]"
55,40,-198.15394034012064,0.15,-1.8,"[-0.77351831 -0.29298142 -0.03354555 -4.65171435 -1.9620728  -0.94132099
  0.25147421 -1.83125887 -2.3647571   1.56990501 -0.58536006 -0.1007115
 -0.31843356 -0.75933135 -1.94088732  0.92860131 -0.66017981 -1.30582666
  1.72553165 -0.50124156 -0.94137497  3.29127512  0.20977138  1.95210994
 -1.75135504 -1.04955289  0.07549356 -0.75614766  3.2749525   0.8265976
 -2.09705855  0.73077642]"
